number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test/rho2,user_attrs_test_acc,state
138,0.3146468698978424,2025-10-20 22:55:01.678564,2025-10-20 22:55:03.967496,2,class-specific,0.06261721148550853,64,128,128.0,,3,0.1035706864422094,300,40,0.00021569682454093241,0.0008919291588511345,0.5460604429244995,0.8672000169754028,COMPLETE
178,0.3146539032459259,2025-10-20 22:56:32.655584,2025-10-20 22:56:34.656756,2,class-specific,0.067653142801188,256,256,,,2,0.0964021251466991,600,40,0.00014519011254977767,0.00011659826187513404,0.5460504293441772,0.8668000102043152,COMPLETE
109,0.31465479731559753,2025-10-20 22:54:04.553853,2025-10-20 22:54:05.824987,1,class-specific,0.08202909854193544,64,128,128.0,,3,0.14142877184143526,1200,40,0.0002330850624552524,0.00510855351983069,0.5460491180419922,0.8676000237464905,COMPLETE
26,0.3146582841873169,2025-10-20 22:50:56.376994,2025-10-20 22:50:58.722989,2,shared,0.025619575816939227,256,128,128.0,256.0,4,0.1600000963685908,300,20,0.001296973209094834,0.005537611634091465,0.5460439920425415,0.8691999912261963,COMPLETE
140,0.3146595060825348,2025-10-20 22:55:07.642132,2025-10-20 22:55:10.191746,2,class-specific,0.035480904780568416,256,128,256.0,,3,0.20096312316561746,1200,10,0.0019168969473283835,0.002359443999440891,0.546042263507843,0.8695999979972839,COMPLETE
134,0.3146776854991913,2025-10-20 22:54:55.014774,2025-10-20 22:54:56.873723,1,class-specific,0.04223917723676095,64,128,256.0,,3,0.18215152005261584,1500,40,0.0031384123922132243,0.0017904868144322725,0.5460160970687866,0.8679999709129333,COMPLETE
133,0.31467875838279724,2025-10-20 22:54:52.199031,2025-10-20 22:54:55.000643,2,class-specific,0.05052726891704476,64,128,256.0,,3,0.19297774091830178,1200,40,0.00023951799743779736,0.00244205368078469,0.5460145473480225,0.8676000237464905,COMPLETE
148,0.3146800398826599,2025-10-20 22:55:23.660151,2025-10-20 22:55:26.047041,2,class-specific,0.0591768502896544,64,64,256.0,,3,0.07653342849184769,600,40,0.00040603611919073695,0.00022148108730931764,0.5460126399993896,0.8672000169754028,COMPLETE
192,0.31468895077705383,2025-10-20 22:57:02.534545,2025-10-20 22:57:04.749161,2,class-specific,0.05710920412173051,64,256,256.0,,3,0.1004244975897108,600,40,0.0001425142900790636,0.0003383902512241295,0.5459998250007629,0.8676000237464905,COMPLETE
161,0.3146931529045105,2025-10-20 22:55:58.597440,2025-10-20 22:56:00.123865,1,shared,0.06071817311554721,64,128,,,2,0.03700742069398908,900,40,0.002902034569356133,0.00032282900256372924,0.5459936857223511,0.8659999966621399,COMPLETE
189,0.3146952986717224,2025-10-20 22:56:56.238227,2025-10-20 22:56:59.441046,3,class-specific,0.04860486631946301,64,256,256.0,,3,0.10887046956988498,600,40,0.00018012623195825964,0.00028529420948683853,0.5459905862808228,0.8679999709129333,COMPLETE
59,0.31469786167144775,2025-10-20 22:52:23.646485,2025-10-20 22:52:25.409016,1,shared,0.09422297913046747,256,256,,,2,0.20516164217721494,1500,40,0.0007718309480413881,0.00021056695343828164,0.5459869503974915,0.8659999966621399,COMPLETE
187,0.3146998882293701,2025-10-20 22:56:51.702224,2025-10-20 22:56:54.037042,2,class-specific,0.054453419649780135,64,256,256.0,,3,0.11723918723522075,600,40,0.00013682038081992245,0.0002712557819408608,0.5459840297698975,0.8672000169754028,COMPLETE
112,0.31470030546188354,2025-10-20 22:54:09.354728,2025-10-20 22:54:11.421377,2,class-specific,0.05321190049765795,64,128,256.0,,3,0.16594441241914942,1200,40,0.00017773437425916682,0.00013515783811909732,0.5459833741188049,0.868399977684021,COMPLETE
45,0.3147067129611969,2025-10-20 22:51:46.511322,2025-10-20 22:51:48.825188,2,class-specific,0.06121143118694794,64,128,256.0,,3,0.03399296844874701,1500,10,0.0005871598861958294,0.003734012904636474,0.5459741353988647,0.8695999979972839,COMPLETE
114,0.3147069215774536,2025-10-20 22:54:14.332046,2025-10-20 22:54:17.242016,2,class-specific,0.05200644511376348,64,128,256.0,,3,0.17430361240897252,1200,40,0.00020798012595631612,0.00012704635585998844,0.5459738969802856,0.8672000169754028,COMPLETE
71,0.3147183060646057,2025-10-20 22:52:49.067215,2025-10-20 22:52:50.290950,1,shared,0.057364782644330384,64,128,256.0,64.0,4,0.32541933466406764,1200,10,0.001126207138356284,0.00027709943842120597,0.5459574460983276,0.8691999912261963,COMPLETE
168,0.31472447514533997,2025-10-20 22:56:13.956586,2025-10-20 22:56:15.888020,1,class-specific,0.03814954025846974,128,128,256.0,,3,0.227308241809925,600,40,0.000610895168393991,0.00018132756782204495,0.5459485650062561,0.868399977684021,COMPLETE
162,0.3147256374359131,2025-10-20 22:56:00.137115,2025-10-20 22:56:02.029091,1,shared,0.05411063497804106,64,128,256.0,256.0,4,0.12182185816102575,600,10,0.00026794811071988205,0.00040223594285900525,0.5459468364715576,0.8700000047683716,COMPLETE
171,0.314728707075119,2025-10-20 22:56:19.393927,2025-10-20 22:56:21.845883,2,shared,0.04989687123533834,64,128,256.0,,3,0.147329769842924,1200,40,0.0025367292584851453,0.0005834170759031646,0.5459423661231995,0.8676000237464905,COMPLETE
174,0.31474098563194275,2025-10-20 22:56:25.593163,2025-10-20 22:56:28.222499,2,shared,0.044135023852532554,64,128,,,2,0.182939420096524,1200,40,0.0022050316500033655,0.00037752149251139025,0.5459246635437012,0.868399977684021,COMPLETE
181,0.31474819779396057,2025-10-20 22:56:38.298770,2025-10-20 22:56:40.683848,2,class-specific,0.05159720754002234,64,256,256.0,,3,0.06978181315052216,600,40,0.00011935922717302436,0.00011112221452713297,0.5459142923355103,0.8687999844551086,COMPLETE
15,0.3147522807121277,2025-10-20 22:50:29.100048,2025-10-20 22:50:31.547892,2,class-specific,0.04555285535013177,256,256,64.0,,3,0.08499599293329348,300,40,0.00022499685324302535,0.001562770939301739,0.5459083318710327,0.8687999844551086,COMPLETE
98,0.3147558569908142,2025-10-20 22:53:44.497516,2025-10-20 22:53:46.038380,1,class-specific,0.0824414464057476,64,128,256.0,128.0,4,0.02986211607233305,900,40,0.0003553201349166078,0.0002489959371136748,0.5459032654762268,0.8664000034332275,COMPLETE
155,0.3147582411766052,2025-10-20 22:55:44.056527,2025-10-20 22:55:46.678363,2,class-specific,0.04521636164948034,64,128,256.0,,3,0.19793783113234018,1200,40,0.00029244465722855754,0.00013331512206538634,0.5458998680114746,0.8676000237464905,COMPLETE
163,0.3147699236869812,2025-10-20 22:56:02.045253,2025-10-20 22:56:04.295778,2,shared,0.046909826142622964,64,128,,,2,0.10774242469958319,300,40,0.0003167203711938795,0.0003038390060937161,0.5458829402923584,0.8700000047683716,COMPLETE
195,0.31477174162864685,2025-10-20 22:57:10.225554,2025-10-20 22:57:12.486205,2,class-specific,0.0650289357286562,64,256,256.0,,3,0.09081121163640019,600,40,0.0001561520058439293,0.0002568406652095335,0.5458803176879883,0.8676000237464905,COMPLETE
103,0.3147737979888916,2025-10-20 22:53:55.455762,2025-10-20 22:53:57.124839,1,class-specific,0.06856246285519398,64,128,256.0,,3,0.2332480396894449,600,40,0.00021850596433766172,0.0001710506644835439,0.5458774566650391,0.8672000169754028,COMPLETE
73,0.314779669046402,2025-10-20 22:52:52.710745,2025-10-20 22:52:55.679259,2,shared,0.0459576728250268,64,128,256.0,,3,0.27288333808011866,1200,10,0.0008675186876193632,0.00036031486831652977,0.5458689332008362,0.8700000047683716,COMPLETE
176,0.31478872895240784,2025-10-20 22:56:29.039659,2025-10-20 22:56:30.919686,1,class-specific,0.05999556844560515,64,128,128.0,,3,0.15277339383690516,1200,10,0.0002421306906325294,0.0004271699182584704,0.5458558201789856,0.8700000047683716,COMPLETE
198,0.3147975206375122,2025-10-20 22:57:15.360353,2025-10-20 22:57:17.748387,2,class-specific,0.052965158314318916,64,64,64.0,,3,0.19917864151437026,600,40,0.00014208106922491523,0.0002846348369077496,0.545843243598938,0.8676000237464905,COMPLETE
104,0.3147977590560913,2025-10-20 22:53:57.140718,2025-10-20 22:53:59.455159,2,class-specific,0.04699689390210201,64,128,256.0,,3,0.005692967464142648,600,40,0.00019750027711286738,0.0002625661744684461,0.5458428859710693,0.8691999912261963,COMPLETE
121,0.31480374932289124,2025-10-20 22:54:31.783131,2025-10-20 22:54:33.768590,1,class-specific,0.06652494424079704,64,128,256.0,,3,0.23808748000123056,600,40,0.00027951670721948057,0.00019195684476201548,0.5458341836929321,0.8672000169754028,COMPLETE
147,0.31480488181114197,2025-10-20 22:55:21.268954,2025-10-20 22:55:23.645286,2,class-specific,0.06792034410431534,64,128,256.0,,3,0.06824135309384044,600,40,0.0003321219339424804,0.0002443504406416555,0.5458325743675232,0.8676000237464905,COMPLETE
122,0.31481489539146423,2025-10-20 22:54:33.783797,2025-10-20 22:54:36.657108,2,class-specific,0.04934580961411299,64,128,256.0,,3,0.18307532793096615,600,40,0.00027060144870485575,0.00016520613689732132,0.5458180904388428,0.868399977684021,COMPLETE
154,0.3148272931575775,2025-10-20 22:55:42.310479,2025-10-20 22:55:44.036724,1,class-specific,0.05714757847828362,64,128,256.0,,3,0.17551015581902363,600,10,0.003665069055993875,0.0035938183005411457,0.5458002090454102,0.8700000047683716,COMPLETE
74,0.31482774019241333,2025-10-20 22:52:55.693376,2025-10-20 22:52:57.376981,1,shared,0.02805629065274137,64,64,64.0,64.0,4,0.3726159979692516,600,10,0.0022972103430101195,0.00023738660489582917,0.5457996129989624,0.8695999979972839,COMPLETE
129,0.3148427903652191,2025-10-20 22:54:46.653416,2025-10-20 22:54:48.548031,1,class-specific,0.05967746383756525,256,128,,,2,0.22489847196987003,300,40,0.00011422208881963061,0.0015426084713930598,0.5457779169082642,0.8676000237464905,COMPLETE
19,0.31485190987586975,2025-10-20 22:50:38.491053,2025-10-20 22:50:40.903946,2,class-specific,0.023792885825380816,256,256,64.0,128.0,4,0.1821514009454981,600,40,0.0006716086109661124,0.005429148246366775,0.545764684677124,0.8676000237464905,COMPLETE
152,0.3148559033870697,2025-10-20 22:55:32.184017,2025-10-20 22:55:34.441449,2,shared,0.049896086779329066,64,128,256.0,,3,0.18736807072466724,1200,40,0.00025138416819517947,0.0002623398919869282,0.5457589626312256,0.8676000237464905,COMPLETE
175,0.3148673474788666,2025-10-20 22:56:28.236575,2025-10-20 22:56:29.025125,0,shared,0.07342165298345808,256,128,256.0,,3,0.13688887151772272,600,40,0.0004517655863980476,0.0014423358846638108,0.5457424521446228,0.8672000169754028,COMPLETE
81,0.3148842751979828,2025-10-20 22:53:13.141374,2025-10-20 22:53:14.067446,0,class-specific,0.0576556518754856,256,64,64.0,,3,0.041758220589902015,600,10,0.000651299195959625,0.00041029666971102366,0.5457179546356201,0.8704000115394592,COMPLETE
41,0.3148965835571289,2025-10-20 22:51:39.909280,2025-10-20 22:51:41.593774,1,class-specific,0.07509742451596728,256,64,256.0,,3,0.09361071698061042,600,10,0.005859548929618036,0.002119580291611605,0.545700192451477,0.8679999709129333,COMPLETE
128,0.3149026930332184,2025-10-20 22:54:43.965363,2025-10-20 22:54:46.637409,2,shared,0.038731156923033194,64,128,256.0,,3,0.13242506398326878,300,40,0.00016934443367430226,0.001934605797715367,0.5456914901733398,0.8695999979972839,COMPLETE
