pid,chid,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,CAR_TT,CAR_CO,choice,class_1,class_2,PURPOSE,FIRSTCLASS,TICKETTYPE,WHOPAID,LUGGAGE,AGE,MALE,INCOME,seasonalticket,smseats,ORIGIN,DESTINATION
3,13,47,29,60,25,38,30,84,65,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,FR,GE
3,14,51,32,30,25,36,30,136,40,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,FR,GE
3,15,51,38,60,25,42,20,84,40,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,FR,GE
3,16,51,29,30,27,32,10,84,50,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,FR,GE
3,17,51,32,60,27,40,30,105,50,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,FR,GE
3,18,58,38,30,27,42,30,84,65,SM,0.5079552,0.49204475,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,FR,GE
4,19,138,40,30,65,45,10,135,80,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,0,AG,BE
4,20,138,40,120,61,52,10,175,130,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,1,AG,BE
4,21,138,36,30,58,49,20,175,100,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,0,AG,BE
4,22,105,36,60,58,49,30,108,130,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,1,AG,BE
4,23,116,40,30,58,46,30,175,80,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,1,AG,BE
4,24,116,36,30,61,42,10,108,100,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,1,AG,BE
4,25,116,48,60,58,50,20,108,80,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,0,AG,BE
4,26,138,48,30,61,52,30,108,130,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,0,AG,BE
4,27,116,40,60,61,52,30,135,100,SM,0.7105258,0.28947413,work,0,twoWayDisc,self,one,25_to_39,yes,more_than_100K,0,0,AG,BE
6,28,116,35,120,46,38,30,70,35,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,1,ZG,SG
6,29,95,26,120,49,29,30,91,28,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,0,ZG,SG
6,30,116,26,120,53,32,20,56,28,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,1,ZG,SG
6,31,102,26,60,53,32,10,91,45,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,0,ZG,SG
6,32,102,29,120,53,32,30,56,45,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,0,ZG,SG
6,33,95,29,60,53,32,20,91,35,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,1,ZG,SG
6,34,95,35,60,49,40,10,70,28,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,1,ZG,SG
6,35,95,29,120,46,35,20,70,45,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,0,ZG,SG
6,36,102,35,30,53,46,20,70,45,SM,0.4556654,0.54433453,work,0,twoWayDisc,self,one,40_to_54,no,more_than_100K,0,1,ZG,SG
7,37,87,42,120,32,49,20,117,140,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,38,80,42,30,29,46,10,117,182,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,39,101,42,60,36,56,30,117,112,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,40,80,35,30,32,49,20,72,112,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,41,101,31,60,32,38,20,90,182,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,42,87,31,120,29,46,10,90,112,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,43,80,42,120,36,56,10,72,140,Train,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,44,80,31,30,36,40,30,90,140,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
7,45,101,35,60,29,43,10,72,140,SM,0.5861656,0.4138344,work,0,twoWayDisc,self,one,40_to_54,yes,less_than_50K_2,0,0,ZH,BE
8,46,109,26,120,56,34,20,130,30,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,47,100,26,30,53,32,10,130,39,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,48,126,26,60,60,40,30,130,24,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,49,100,22,30,56,35,20,80,24,Car,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,50,126,20,60,56,24,20,100,39,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,51,109,20,120,53,32,10,100,24,Car,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,52,100,26,120,60,40,10,80,30,Car,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,53,100,20,30,60,26,30,100,30,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
8,54,126,22,60,53,28,10,80,30,SM,0.7315098,0.26849017,work,0,twoWayDisc,self,one,55_to_65,yes,more_than_100K,0,0,ZH,SG
9,55,116,24,30,53,28,10,60,32,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,SG,ZH
9,56,116,22,30,46,32,20,78,40,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,SG,ZH
9,57,116,24,120,49,36,10,78,52,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,SG,ZH
9,58,95,22,60,46,32,30,48,52,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,SG,ZH
9,59,102,24,30,46,29,30,78,32,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,SG,ZH
9,60,102,29,60,46,32,20,48,32,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,SG,ZH
9,61,102,22,30,49,25,10,48,40,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,1,SG,ZH
9,62,102,24,60,49,36,30,60,40,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,SG,ZH
9,63,116,29,30,49,35,30,48,52,SM,0.29782814,0.7021718,work,0,twoWayDisc,self,one,25_to_39,yes,50K_to_100K,0,0,SG,ZH
14,64,130,31,120,77,38,20,91,100,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,65,118,31,30,74,36,10,91,130,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,66,153,31,60,81,43,30,91,80,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,67,118,26,30,77,38,20,56,80,Train,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,68,153,23,60,77,28,20,70,130,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,69,130,23,120,74,35,10,70,80,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,70,118,31,120,81,43,10,56,100,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,71,118,23,30,81,29,30,70,100,Train,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
14,72,153,26,60,74,32,10,56,100,SM,0.46317765,0.5368224,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,ZH,SG
16,73,208,62,30,79,66,10,190,80,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,GE,ZH
16,74,208,62,120,71,80,10,247,130,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,1,GE,ZH
16,75,208,56,30,65,74,20,247,100,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,GE,ZH
16,76,165,56,60,65,74,30,152,130,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,1,GE,ZH
16,77,179,62,30,65,70,30,247,80,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,1,GE,ZH
16,78,179,56,30,71,62,10,152,100,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,1,GE,ZH
16,79,179,74,60,65,78,20,152,80,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,GE,ZH
16,80,208,74,30,71,80,30,152,130,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,GE,ZH
16,81,179,62,60,71,80,30,190,100,SM,0.6776731,0.32232687,work,0,twoWayDisc,employer,one,40_to_54,yes,50K_to_100K,0,0,GE,ZH
17,82,132,23,30,61,26,10,90,20,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,0,ZH,BE
17,83,132,23,120,57,31,10,117,32,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,1,ZH,BE
17,84,132,21,30,54,28,20,117,25,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,0,ZH,BE
17,85,102,21,60,54,28,30,72,32,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,1,ZH,BE
17,86,112,23,30,54,28,30,117,20,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,1,ZH,BE
17,87,112,21,30,57,24,10,72,25,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,1,ZH,BE
17,88,112,28,60,54,30,20,72,20,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,0,ZH,BE
17,89,132,28,30,57,31,30,72,32,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,0,ZH,BE
17,90,112,23,60,57,31,30,90,25,SM,0.46978292,0.5302171,work,0,oneWayDisc,self,none,less_than_25,yes,50K_to_100K,0,0,ZH,BE
18,91,186,24,30,95,27,10,110,32,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,0,BE,GE
18,92,186,24,120,89,32,10,143,52,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,1,BE,GE
18,93,186,22,30,84,30,20,143,40,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,0,BE,GE
18,94,154,22,60,84,30,30,88,52,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,1,BE,GE
18,95,165,24,30,84,28,30,143,32,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,1,BE,GE
18,96,165,22,30,89,25,10,88,40,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,1,BE,GE
18,97,165,29,60,84,30,20,88,32,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,0,BE,GE
18,98,186,29,30,89,32,30,88,52,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,0,BE,GE
18,99,165,24,60,89,32,30,110,40,SM,0.7364656,0.2635345,work,0,oneWayDisc,self,none,40_to_54,yes,more_than_100K,0,0,BE,GE
19,100,212,26,120,121,27,30,1200,10,Car,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,1,ZH,SG
19,101,177,20,60,128,23,10,1560,13,Train,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,0,ZH,SG
19,102,159,20,120,124,22,30,1560,8,Car,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,0,ZH,SG
19,103,212,20,120,128,23,20,960,8,Car,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,1,ZH,SG
19,104,177,22,120,128,24,30,960,13,Train,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,0,ZH,SG
19,105,159,22,60,128,24,20,1560,10,Train,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,1,ZH,SG
19,106,159,26,60,124,28,10,1200,8,SM,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,1,ZH,SG
19,107,159,22,120,121,25,20,1200,13,SM,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,0,ZH,SG
19,108,177,26,30,128,31,20,1200,13,Train,0.0000454,0.9999546,work,0,oneWayDisc,self,one,less_than_25,no,less_than_50K_2,0,1,ZH,SG
20,109,179,31,120,96,32,30,110,30,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,1,ZH,BE
20,110,137,23,120,99,27,30,143,24,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,0,ZH,BE
20,111,179,23,120,103,28,20,88,24,Car,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,1,ZH,BE
20,112,151,23,60,103,28,10,143,39,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,0,ZH,BE
20,113,151,26,120,103,28,30,88,39,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,0,ZH,BE
20,114,137,26,60,103,28,20,143,30,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,1,ZH,BE
20,115,137,31,60,99,34,10,110,24,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,1,ZH,BE
20,116,137,26,120,96,30,20,110,39,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,0,ZH,BE
20,117,151,31,30,103,38,20,110,39,SM,0.54877037,0.4512296,work,0,oneWayDisc,employer,one,25_to_39,no,less_than_50K_2,0,1,ZH,BE
22,118,108,52,30,43,62,10,70,36,Car,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,0,VD,BE
22,119,108,52,120,39,80,10,91,58,Train,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,1,VD,BE
22,120,108,47,30,36,71,20,91,45,Train,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,0,VD,BE
22,121,87,47,60,36,71,30,56,58,Train,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,1,VD,BE
22,122,94,52,30,36,65,30,91,36,Car,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,1,VD,BE
22,123,94,47,30,39,57,10,56,45,Train,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,1,VD,BE
22,124,94,62,60,36,71,20,56,36,Car,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,0,VD,BE
22,125,108,62,30,39,76,30,56,58,Car,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,0,VD,BE
22,126,94,52,60,39,80,30,70,45,Car,0.75814867,0.2418513,work,0,twoWay,employer,none,more_than_65,yes,more_than_100K,0,0,VD,BE
23,127,102,54,120,49,68,20,78,50,SM,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,128,95,54,30,46,63,10,78,65,SM,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,129,116,54,60,53,83,30,78,40,Train,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,130,95,45,30,49,70,20,48,40,Train,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,131,116,40,60,49,50,20,60,65,SM,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,132,102,40,120,46,63,10,60,40,SM,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,133,95,54,120,53,83,10,48,50,Train,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,134,95,40,30,53,52,30,60,50,Train,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
23,135,116,45,60,46,58,10,48,50,SM,0.12935038,0.87064964,work,0,twoWay,employer,one,25_to_39,yes,50K_to_100K,0,0,AR,ZH
25,136,179,119,120,66,139,20,182,90,Car,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,137,164,99,30,66,139,20,112,72,Car,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,138,164,119,30,60,128,10,182,117,SM,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,139,210,119,60,74,161,30,182,72,SM,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,140,210,89,60,66,106,20,140,117,SM,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,141,179,89,120,60,128,10,140,72,SM,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,142,164,119,120,74,161,10,112,90,Car,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,143,164,89,30,74,111,30,140,90,Car,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
25,144,210,99,60,60,123,10,112,90,Car,0.7531483,0.24685173,work,0,twoWay,employer,one,40_to_54,yes,more_than_100K,0,0,BE,SG
26,145,233,74,30,77,84,10,190,44,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,0,GE,ZH
26,146,233,74,120,67,104,10,247,71,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,1,GE,ZH
26,147,233,67,30,59,97,20,247,55,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,0,GE,ZH
26,148,177,67,60,59,97,30,152,71,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,1,GE,ZH
26,149,196,74,30,59,87,30,247,44,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,1,GE,ZH
26,150,196,67,30,67,77,10,152,55,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,1,GE,ZH
26,151,196,89,60,59,97,20,152,44,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,0,GE,ZH
26,152,233,89,30,67,100,30,152,71,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,0,GE,ZH
26,153,196,74,60,67,104,30,190,55,SM,0.6776731,0.32232687,work,0,oneWay,employer,none,40_to_54,yes,50K_to_100K,0,0,GE,ZH
29,154,110,60,120,55,65,20,91,80,Train,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,155,103,60,30,52,60,10,91,104,SM,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,156,124,60,60,59,80,30,91,64,Train,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,157,103,50,30,55,80,20,56,64,Train,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,158,124,45,60,55,60,20,70,104,Train,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,159,110,45,120,52,80,10,70,64,SM,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,160,103,60,120,59,80,10,56,80,SM,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,161,103,45,30,59,65,30,70,80,Train,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
29,162,124,50,60,52,65,10,56,80,SM,0.6017993,0.39820072,work,0,halfDay,self,one,40_to_54,no,50K_to_100K,0,0,BE,VD
30,163,118,60,120,46,60,30,70,27,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,1,VD,BE
30,164,97,45,120,49,60,30,91,22,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,0,VD,BE
30,165,118,45,120,53,65,20,56,22,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,1,VD,BE
30,166,104,45,60,53,65,10,91,35,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,0,VD,BE
30,167,104,50,120,53,60,30,56,35,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,0,VD,BE
30,168,97,50,60,53,60,20,91,27,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,1,VD,BE
30,169,97,60,60,49,65,10,70,22,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,1,VD,BE
30,170,97,50,120,46,65,20,70,35,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,0,VD,BE
30,171,104,60,30,53,80,20,70,35,SM,0.5462331,0.4537669,work,0,halfDay,employer,one,25_to_39,yes,50K_to_100K,0,1,VD,BE
31,172,182,60,120,69,65,20,182,80,SM,0.44790497,0.552095,work,0,halfDay,employer,one,40_to_54,yes,more_than_100K,0,0,SG,BE
31,173,165,60,30,63,60,10,182,104,SM,0.44790497,0.552095,work,0,halfDay,employer,one,40_to_54,yes,more_than_100K,0,0,SG,BE
31,174,215,60,60,77,80,30,182,64,SM,0.44790497,0.552095,work,0,halfDay,employer,one,40_to_54,yes,more_than_100K,0,0,SG,BE
31,175,165,50,30,69,80,20,112,64,SM,0.44790497,0.552095,work,0,halfDay,employer,one,40_to_54,yes,more_than_100K,0,0,SG,BE
31,176,215,45,60,69,60,20,140,104,SM,0.44790497,0.552095,work,0,halfDay,employer,one,40_to_54,yes,more_than_100K,0,0,SG,BE
