chid,pid
410,70
411,70
412,70
413,70
414,70
415,71
416,71
417,71
419,71
420,71
421,71
422,71
424,72
425,72
427,72
428,72
429,72
430,72
431,72
432,72
433,74
436,74
437,74
438,74
439,74
440,74
441,74
442,75
444,75
445,75
447,75
448,75
449,75
450,75
451,77
452,77
453,77
454,77
456,77
458,77
459,77
463,79
464,79
465,79
467,79
469,81
470,81
471,81
472,81
473,81
474,81
475,81
476,81
478,82
479,82
481,82
482,82
483,82
485,82
486,82
487,83
489,83
490,83
491,83
492,83
493,83
494,83
496,84
497,84
498,84
502,84
503,84
504,84
505,85
506,85
507,85
508,85
510,85
511,85
512,85
513,85
515,86
516,86
518,86
519,86
520,86
521,86
523,87
524,87
525,87
526,87
528,87
529,87
530,87
531,87
532,88
534,88
535,88
536,88
537,88
538,88
541,89
542,89
543,89
544,89
545,89
547,89
548,89
550,91
551,91
554,91
556,91
557,91
558,91
560,92
561,92
562,92
563,92
564,92
565,92
566,92
567,92
568,93
569,93
570,93
571,93
572,93
574,93
576,93
577,94
578,94
579,94
580,94
583,94
585,94
586,95
587,95
588,95
589,95
590,95
592,95
594,95
595,96
597,96
598,96
600,96
601,96
602,96
603,96
605,97
606,97
607,97
609,97
610,97
612,97
613,98
614,98
615,98
616,98
618,98
620,98
621,98
622,99
623,99
624,99
626,99
627,99
628,99
629,99
630,99
631,101
632,101
633,101
634,101
635,101
638,101
639,101
641,102
642,102
643,102
644,102
645,102
647,102
648,102
650,104
651,104
652,104
653,104
654,104
655,104
656,104
657,104
658,105
660,105
661,105
662,105
663,105
664,105
666,105
667,106
668,106
669,106
670,106
671,106
672,106
673,106
675,106
676,107
677,107
678,107
680,107
681,107
682,107
683,107
684,107
686,111
687,111
688,111
689,111
690,111
691,111
693,111
694,112
696,112
697,112
698,112
699,112
700,112
703,115
704,115
705,115
706,115
707,115
709,115
710,115
711,115
712,117
713,117
715,117
718,117
720,117
722,119
723,119
724,119
725,119
726,119
727,119
728,119
731,120
732,120
735,120
736,120
737,120
738,120
739,121
741,121
742,121
743,121
744,121
745,121
747,121
748,122
750,122
752,122
753,122
754,122
755,122
756,122
757,125
758,125
760,125
761,125
762,125
763,125
764,125
765,125
766,126
767,126
768,126
769,126
770,126
771,126
772,126
773,126
774,126
775,127
776,127
777,127
778,127
779,127
780,127
781,127
782,127
783,127
784,129
786,129
788,129
790,129
791,129
793,130
795,130
797,130
798,130
799,130
800,130
801,130
802,132
803,132
805,132
806,132
807,132
808,132
810,132
812,135
813,135
815,135
817,135
818,135
819,135
820,138
821,138
823,138
824,138
825,138
826,138
827,138
828,138
829,140
830,140
831,140
834,140
835,140
836,140
837,140
838,145
839,145
840,145
841,145
842,145
843,145
844,145
846,145
847,148
849,148
850,148
851,148
852,148
853,148
854,148
855,148
856,149
857,149
858,149
859,149
860,149
861,149
863,149
864,149
865,150
867,150
868,150
869,150
870,150
871,150
872,150
873,150
874,151
875,151
876,151
877,151
878,151
880,151
881,151
882,151
883,152
884,152
885,152
886,152
888,152
890,152
891,152
893,153
894,153
895,153
896,153
898,153
899,153
900,153
902,154
905,154
906,154
907,154
908,154
910,155
911,155
912,155
913,155
915,155
916,155
919,156
920,156
921,156
922,156
923,156
924,156
925,156
926,156
928,162
931,162
932,162
934,162
935,162
936,162
937,166
938,166
939,166
940,166
941,166
942,166
943,166
945,166
946,169
947,169
948,169
949,169
950,169
951,169
953,169
954,169
955,170
956,170
957,170
958,170
960,170
961,170
962,170
963,170
966,171
967,171
968,171
969,171
970,171
971,171
972,171
973,174
974,174
976,174
977,174
978,174
980,174
981,174
982,176
983,176
984,176
985,176
986,176
987,176
988,176
989,176
990,176
991,177
992,177
993,177
995,177
996,177
998,177
999,177
1003,178
1004,178
1005,178
1006,178
1009,179
1010,179
1011,179
1012,179
1013,179
1014,179
1015,179
1016,179
1017,179
1018,180
1019,180
1021,180
1022,180
1024,180
1026,180
1027,181
1028,181
1029,181
1030,181
1032,181
1033,181
1034,181
1035,181
1036,182
1038,182
1040,182
1041,182
1042,182
1045,183
1046,183
1047,183
1048,183
1050,183
1051,183
1053,183
1054,185
1055,185
1056,185
1057,185
1058,185
1059,185
1060,185
1061,185
1062,185
1063,187
1064,187
1065,187
1066,187
1067,187
1068,187
1069,187
1070,187
1071,187
1072,189
1074,189
1075,189
1076,189
1077,189
1078,189
1080,189
1081,190
1082,190
1083,190
1085,190
1086,190
1089,190
1091,192
1092,192
1093,192
1094,192
1095,192
1096,192
1097,192
1098,192
1099,193
1100,193
1101,193
1102,193
1104,193
1105,193
1106,193
1107,193
1109,195
1111,195
1112,195
1113,195
1114,195
1115,195
1116,195
1117,196
1119,196
1120,196
1121,196
1122,196
1123,196
1124,196
1125,196
1126,198
1127,198
1128,198
1129,198
1130,198
1131,198
1132,198
1133,198
1134,198
1135,201
1136,201
1137,201
1138,201
1140,201
1142,201
1144,202
1145,202
1146,202
1149,202
1151,202
1152,202
1153,203
1155,203
1158,203
1160,203
1161,203
1162,205
1163,205
1164,205
1165,205
1166,205
1167,205
1168,205
1169,205
1170,205
1175,207
1176,207
1177,207
1178,207
1180,208
1181,208
1182,208
1183,208
1184,208
1185,208
1186,208
1187,208
1188,208
1189,209
1190,209
1191,209
1192,209
1193,209
1194,209
1195,209
1196,209
1197,209
1198,210
1199,210
1200,210
1201,210
1203,210
1204,210
1206,210
1207,213
1208,213
1209,213
1211,213
1212,213
1213,213
1214,213
1215,213
1217,214
1218,214
1220,214
1221,214
1222,214
1223,214
1224,214
1225,215
1226,215
1227,215
1228,215
1229,215
1230,215
1232,215
1233,215
1234,217
1236,217
1237,217
1238,217
1239,217
1242,217
1243,218
1244,218
1245,218
1246,218
1247,218
1248,218
1249,218
1250,218
1252,221
1253,221
1254,221
1255,221
1256,221
1257,221
1258,221
1259,221
1260,221
1261,224
1262,224
1263,224
1264,224
1265,224
1267,224
1269,224
1270,231
1271,231
1272,231
1273,231
1274,231
1276,231
1277,231
1278,231
1279,235
1280,235
1281,235
1282,235
1283,235
1284,235
1285,235
1287,235
1288,237
1289,237
1290,237
1291,237
1292,237
1294,237
1295,237
1296,237
1297,238
1298,238
1299,238
1300,238
1302,238
1303,238
1304,238
1305,238
1306,240
1307,240
1308,240
1309,240
1311,240
1312,240
1313,240
1314,240
1315,241
1316,241
1317,241
1318,241
1319,241
1323,241
1325,242
1326,242
1327,242
1328,242
1329,242
1330,242
1331,242
1332,242
1333,245
1334,245
1336,245
1337,245
1338,245
1339,245
1340,245
1342,246
1343,246
1344,246
1346,246
1347,246
1348,246
1349,246
1350,246
1351,247
1352,247
1353,247
1354,247
1355,247
1356,247
1357,247
1358,247
1359,247
1360,251
1361,251
1362,251
1363,251
1364,251
1365,251
1366,251
1367,251
1368,251
1369,252
1371,252
1372,252
1373,252
1375,252
1376,252
1377,252
1378,255
1379,255
1381,255
1382,255
1383,255
1384,255
1385,255
1387,256
1388,256
1389,256
1390,256
1392,256
1393,256
1394,256
1395,256
1396,257
1398,257
1399,257
1400,257
1401,257
1402,257
1403,257
1404,257
1406,259
1407,259
1408,259
1409,259
1410,259
1411,259
1412,259
1413,259
1414,265
1415,265
1416,265
1417,265
1418,265
1419,265
1420,265
1422,265
1423,266
1424,266
1426,266
1427,266
1429,266
1431,266
1432,269
1433,269
1434,269
1435,269
1436,269
1437,269
1438,269
1439,269
1440,269
1441,273
1442,273
1443,273
1444,273
1446,273
1447,273
1448,273
1449,273
1451,274
1452,274
1454,274
1456,274
1457,274
1458,274
1459,276
1460,276
1461,276
1463,276
1464,276
1466,276
1467,276
1468,278
1469,278
1470,278
1471,278
1472,278
1473,278
1475,278
1476,278
1477,280
1478,280
1479,280
1480,280
1481,280
1482,280
1483,280
1484,280
1487,281
1488,281
1489,281
1491,281
1492,281
1493,281
1495,282
1496,282
1497,282
1499,282
1500,282
1502,282
1503,282
1504,283
1505,283
1506,283
1507,283
1509,283
1510,283
1511,283
1512,283
1513,285
1514,285
1515,285
1516,285
1517,285
1519,285
1520,285
1522,286
1523,286
1524,286
1525,286
1526,286
1527,286
1529,286
1530,286
1531,290
1532,290
1533,290
1534,290
1535,290
1536,290
1537,290
1538,290
1539,290
1540,291
1541,291
1542,291
1543,291
1544,291
1545,291
1546,291
1547,291
1548,291
1550,292
1551,292
1553,292
1554,292
1555,292
1557,292
1560,293
1561,293
1562,293
1564,293
1566,293
1567,298
1568,298
1569,298
1571,298
1572,298
1573,298
1574,298
1575,298
1576,304
1577,304
1579,304
1580,304
1581,304
1582,304
1583,304
1584,304
1585,306
1587,306
1589,306
1590,306
1591,306
1592,306
1593,306
1594,311
1595,311
1596,311
1597,311
1598,311
1600,311
1602,311
1603,317
1604,317
1605,317
1606,317
1607,317
1608,317
1609,317
1613,318
1614,318
1615,318
1619,318
1620,318
1621,320
1622,320
1624,320
1625,320
1626,320
1627,320
1628,320
1629,320
1631,321
1632,321
1633,321
1634,321
1635,321
1636,321
1637,321
1638,321
1639,322
1640,322
1641,322
1642,322
1644,322
1645,322
1646,322
1647,322
1650,323
1651,323
1652,323
1653,323
1654,323
1657,326
1658,326
1659,326
1660,326
1661,326
1662,326
1664,326
1665,326
1666,328
1667,328
1669,328
1671,328
1672,328
1673,328
1674,328
1675,335
1676,335
1677,335
1678,335
1679,335
1680,335
1681,335
1682,335
1683,335
1684,341
1685,341
1686,341
1687,341
1688,341
1689,341
1691,341
1692,341
1693,342
1694,342
1696,342
1697,342
1698,342
1699,342
1700,342
1701,342
1702,343
1703,343
1704,343
1705,343
1706,343
1708,343
1709,343
1710,343
1711,344
1712,344
1713,344
1714,344
1715,344
1718,344
1723,345
1724,345
1725,345
1727,345
1728,345
1729,348
1730,348
1731,348
1732,348
1733,348
1735,348
1736,348
1738,350
1739,350
1740,350
1741,350
1742,350
1743,350
1744,350
1745,350
1746,350
1747,351
1748,351
1749,351
1750,351
1752,351
1753,351
1754,351
1755,351
1756,352
1757,352
1759,352
1762,352
1763,352
1764,352
1765,353
1767,353
1768,353
1769,353
1770,353
1771,353
1772,353
1773,353
1774,354
1775,354
1777,354
1779,354
1780,354
1781,354
1782,354
1783,355
1784,355
1786,355
1787,355
1788,355
1790,355
1791,355
1792,356
1793,356
1794,356
1795,356
1796,356
1797,356
1798,356
1799,356
1801,360
1802,360
1803,360
1804,360
1806,360
1807,360
1808,360
1809,360
1810,362
1812,362
1813,362
1814,362
1815,362
1816,362
1817,362
1818,362
1819,363
1820,363
1821,363
1822,363
1824,363
1825,363
1826,363
1827,363
1828,365
1829,365
1830,365
1831,365
1832,365
1833,365
1834,365
1835,365
1836,365
1839,366
1840,366
1841,366
1842,366
1843,366
1844,366
1846,367
1847,367
1848,367
1849,367
1850,367
1851,367
1852,367
1853,367
1854,367
1855,369
1856,369
1857,369
1858,369
1859,369
1863,369
1864,372
1866,372
1867,372
1871,372
1872,372
1873,375
1875,375
1876,375
1877,375
1878,375
1879,375
1881,375
1882,377
1883,377
1884,377
1885,377
1888,377
1889,377
1891,378
1892,378
1893,378
1894,378
1895,378
1897,378
1898,378
1899,378
1900,387
1901,387
1903,387
1904,387
1906,387
1907,387
1908,387
1910,389
1911,389
1912,389
1913,389
1914,389
1915,389
1917,389
1919,390
1922,390
1924,390
1925,390
1926,390
1927,391
1928,391
1930,391
1931,391
1933,391
1934,391
1935,391
1936,392
1937,392
1938,392
1939,392
1940,392
1942,392
1944,392
1945,393
1946,393
1948,393
1949,393
1950,393
1951,393
1953,393
1954,394
1955,394
1956,394
1957,394
1959,394
1960,394
1961,394
1962,394
1964,396
1965,396
1966,396
1968,396
1969,396
1970,396
1974,400
1975,400
1976,400
1977,400
1979,400
1980,400
1981,401
1982,401
1983,401
1984,401
1985,401
1986,401
1987,401
1989,401
1990,403
1991,403
1992,403
1993,403
1995,403
1997,403
1998,403
1999,404
2000,404
2001,404
2002,404
2004,404
2005,404
2006,404
2007,404
2008,405
2009,405
2010,405
2011,405
2012,405
2013,405
2014,405
2015,405
2016,405
2017,406
2018,406
2019,406
2020,406
2023,406
2024,406
2025,406
2026,407
2027,407
2028,407
2029,407
2030,407
2031,407
2032,407
2033,407
2035,408
2036,408
2037,408
2039,408
2040,408
2041,408
2042,408
2043,408
2044,409
2046,409
2047,409
2048,409
2049,409
2051,409
2052,409
2053,410
2054,410
2055,410
2056,410
2058,410
2059,410
2061,410
2062,411
2063,411
2064,411
2066,411
2067,411
2069,411
2071,412
2072,412
2074,412
2075,412
2076,412
2078,412
2079,412
2080,413
2081,413
2082,413
2083,413
2084,413
2085,413
2086,413
2088,413
2089,414
2090,414
2091,414
2092,414
2093,414
2094,414
2095,414
2096,414
2098,415
2100,415
2101,415
2102,415
2103,415
2104,415
2106,415
2107,416
2108,416
2109,416
2110,416
2111,416
2112,416
2113,416
2115,416
2116,417
2117,417
2118,417
2119,417
2120,417
2121,417
2122,417
2124,417
2126,418
2127,418
2128,418
2129,418
2131,418
2134,419
2136,419
2139,419
2140,419
2142,419
2143,420
2144,420
2145,420
2146,420
2147,420
2148,420
2149,420
2152,421
2153,421
2154,421
2157,421
2158,421
2159,421
2160,421
2162,422
2165,422
2166,422
2168,422
2169,422
2170,424
2171,424
2173,424
2174,424
2175,424
2176,424
2177,424
2178,424
2180,425
2181,425
2182,425
2183,425
2184,425
2185,425
2186,425
2187,425
2188,426
2189,426
2190,426
2192,426
2194,426
2195,426
2196,426
2197,428
2199,428
2200,428
2201,428
2202,428
2203,428
2204,428
2205,428
2206,429
2209,429
2210,429
2211,429
2212,429
2213,429
2214,429
2215,430
2216,430
2217,430
2218,430
2221,430
2222,430
2223,430
2225,431
2228,431
2229,431
2232,431
2233,432
2234,432
2236,432
2238,432
2239,432
2240,432
2241,432
2242,436
2243,436
2244,436
2245,436
2246,436
2247,436
2248,436
2251,437
2252,437
2254,437
2255,437
2256,437
2257,437
2258,437
2260,439
2261,439
2262,439
2263,439
2264,439
2265,439
2266,439
2267,439
2268,439
2270,440
2271,440
2272,440
2273,440
2274,440
2275,440
2276,440
2277,440
2278,442
2279,442
2280,442
2281,442
2282,442
2284,442
2286,442
2287,443
2288,443
2289,443
2290,443
2291,443
2292,443
2293,443
2294,443
2296,444
2297,444
2298,444
2299,444
2302,444
2303,444
2305,445
2306,445
2307,445
2309,445
2310,445
2311,445
2312,445
2314,446
2316,446
2317,446
2318,446
2319,446
2320,446
2321,446
2323,447
2324,447
2325,447
2326,447
2327,447
2328,447
2330,447
2331,447
2332,448
2333,448
2334,448
2335,448
2336,448
2337,448
2338,448
2340,448
2341,449
2342,449
2343,449
2344,449
2345,449
2346,449
2347,449
2348,449
2349,449
2350,450
2351,450
2355,450
2356,450
2357,450
2359,451
2360,451
2361,451
2362,451
2363,451
2364,451
2365,451
2366,451
2368,452
2369,452
2370,452
2371,452
2372,452
2374,452
2375,452
2376,452
2377,453
2379,453
2380,453
2381,453
2382,453
2383,453
2384,453
2385,453
2386,454
2387,454
2388,454
2389,454
2391,454
2392,454
2393,454
2395,455
2396,455
2397,455
2401,455
2402,455
2404,456
2405,456
2406,456
2407,456
2408,456
2409,456
2411,456
2412,456
2415,457
2418,457
2420,457
2421,457
2424,458
2425,458
2427,458
2429,458
2430,458
2431,459
2432,459
2433,459
2434,459
2435,459
2436,459
2439,459
2440,460
2441,460
2442,460
2444,460
2445,460
2446,460
2447,460
2448,460
2450,461
2451,461
2452,461
2453,461
2455,461
2456,461
2457,461
2459,462
2461,462
2463,462
2464,462
2465,462
2466,462
2467,463
2468,463
2469,463
2470,463
2471,463
2472,463
2473,463
2476,464
2477,464
2478,464
2480,464
2481,464
2482,464
2483,464
2484,464
2486,465
2487,465
2489,465
2490,465
2491,465
2492,465
2493,465
2495,466
2496,466
2497,466
2498,466
2499,466
2501,466
2502,466
2503,467
2504,467
2506,467
2507,467
2508,467
2509,467
2510,467
2511,467
2512,468
2513,468
2515,468
2517,468
2518,468
2519,468
2520,468
2521,469
2523,469
2524,469
2526,469
2527,469
2528,469
2529,469
2531,470
2533,470
2534,470
2535,470
2536,470
2537,470
2538,470
2539,471
2543,471
2544,471
2545,471
2549,472
2550,472
2553,472
2554,472
2555,472
2556,472
2557,473
2558,473
2559,473
2560,473
2562,473
2563,473
2564,473
2566,474
2567,474
2568,474
2569,474
2570,474
2571,474
2572,474
2573,474
2574,474
2576,475
2577,475
2579,475
2580,475
2581,475
2583,475
2584,476
2585,476
2586,476
2587,476
2589,476
2591,476
2592,476
2593,477
2594,477
2595,477
2596,477
2598,477
2599,477
2601,477
2602,478
2603,478
2604,478
2607,478
2609,478
2610,478
2611,479
2612,479
2613,479
2614,479
2615,479
2616,479
2617,479
2618,479
2619,479
2620,480
2621,480
2623,480
2624,480
2625,480
2626,480
2627,480
2628,480
2629,481
2630,481
2631,481
2633,481
2634,481
2635,481
2636,481
2638,482
2639,482
2640,482
2641,482
2643,482
2644,482
2645,482
2646,482
2647,483
2648,483
2649,483
2650,483
2651,483
2652,483
2653,483
2654,483
2655,483
2656,484
2657,484
2658,484
2659,484
2661,484
2662,484
2663,484
2664,484
2665,485
2666,485
2667,485
2668,485
2669,485
2670,485
2671,485
2672,485
2673,485
2674,486
2675,486
2676,486
2677,486
2678,486
2679,486
2680,486
2681,486
2682,486
2683,487
2684,487
2685,487
2686,487
2688,487
2689,487
2690,487
2691,487
2692,488
2693,488
2696,488
2697,488
2698,488
2699,488
2700,488
2701,489
2702,489
2703,489
2706,489
2707,489
2710,490
2711,490
2712,490
2713,490
2714,490
2717,490
2719,491
2720,491
2721,491
2723,491
2725,491
2726,491
2728,492
2729,492
2730,492
2731,492
2732,492
2733,492
2735,492
2736,492
2737,493
2738,493
2740,493
2741,493
2742,493
2744,493
2745,493
2747,494
2748,494
2749,494
2750,494
2751,494
2753,494
2754,494
2755,495
2758,495
2759,495
2761,495
2762,495
2763,495
2765,496
2766,496
2767,496
2768,496
2769,496
2770,496
2771,496
2772,496
2773,497
2774,497
2775,497
2776,497
2777,497
2778,497
2779,497
2780,497
2781,497
2782,498
2783,498
2784,498
2785,498
2786,498
2787,498
2788,498
2789,498
2790,498
2791,499
2794,499
2795,499
2796,499
2797,499
2798,499
2800,500
2802,500
2803,500
2806,500
2807,500
2808,500
2809,501
2810,501
2811,501
2813,501
2814,501
2815,501
2816,501
2817,501
2818,502
2819,502
2820,502
2821,502
2822,502
2823,502
2824,502
2827,503
2828,503
2830,503
2831,503
2832,503
2834,503
2835,503
2836,504
2837,504
2838,504
2839,504
2840,504
2843,504
2844,504
2845,505
2847,505
2848,505
2850,505
2852,505
2853,505
2854,506
2855,506
2856,506
2857,506
2858,506
2859,506
2860,506
2861,506
2862,506
2863,507
2864,507
2865,507
2866,507
2867,507
2868,507
2869,507
2870,507
2872,508
2873,508
2874,508
2875,508
2877,508
2878,508
2879,508
2880,508
2882,509
2883,509
2884,509
2885,509
2886,509
2887,509
2888,509
2889,509
2890,510
2891,510
2892,510
2893,510
2894,510
2897,510
2898,510
2899,511
2900,511
2902,511
2903,511
2904,511
2907,511
2908,512
2909,512
2911,512
2913,512
2914,512
2915,512
2916,512
2917,513
2918,513
2919,513
2920,513
2921,513
2922,513
2923,513
2924,513
2925,513
2926,514
2927,514
2928,514
2930,514
2931,514
2932,514
2933,514
2934,514
2935,515
2938,515
2939,515
2940,515
2941,515
2942,515
2943,515
2944,516
2945,516
2946,516
2947,516
2948,516
2949,516
2951,516
2953,517
2954,517
2955,517
2956,517
2957,517
2958,517
2959,517
2962,518
2963,518
2964,518
2965,518
2966,518
2967,518
2968,518
2969,518
2970,518
2971,519
2972,519
2973,519
2974,519
2975,519
2976,519
2977,519
2978,519
2979,519
2980,520
2982,520
2983,520
2984,520
2985,520
2986,520
2989,521
2990,521
2992,521
2993,521
2994,521
2995,521
2996,521
2998,522
3000,522
3001,522
3003,522
3004,522
3007,523
3008,523
3009,523
3010,523
3012,523
3013,523
3014,523
3016,524
3017,524
3018,524
3020,524
3021,524
3023,524
3024,524
3025,525
3026,525
3027,525
3028,525
3029,525
3030,525
3031,525
3032,525
3033,525
3034,526
3035,526
3036,526
3037,526
3039,526
3040,526
3041,526
3043,527
3044,527
3047,527
3048,527
3049,527
3051,527
3052,528
3053,528
3054,528
3055,528
3056,528
3057,528
3059,528
3060,528
3061,529
3062,529
3063,529
3064,529
3065,529
3066,529
3070,530
3071,530
3072,530
3074,530
3075,530
3076,530
3077,530
3078,530
3079,531
3080,531
3081,531
3082,531
3083,531
3084,531
3085,531
3087,531
3088,532
3089,532
3091,532
3092,532
3094,532
3095,532
3096,532
3097,533
3101,533
3102,533
3103,533
3104,533
3105,533
3106,534
3108,534
3110,534
3111,534
3112,534
3114,534
3115,535
3116,535
3117,535
3119,535
3120,535
3122,535
3123,535
3124,536
3125,536
3126,536
3127,536
3129,536
3131,536
3132,536
3134,537
3135,537
3137,537
3139,537
3140,537
3141,537
3142,538
3143,538
3144,538
3145,538
3146,538
3147,538
3150,538
3151,539
3152,539
3153,539
3156,539
3157,539
3158,539
3162,540
3163,540
3164,540
3165,540
3166,540
3168,540
3170,541
3172,541
3173,541
3174,541
3175,541
3176,541
3177,541
3178,542
3179,542
3180,542
3181,542
3182,542
3183,542
3184,542
3185,542
3186,542
3187,543
3188,543
3189,543
3190,543
3191,543
3192,543
3193,543
3194,543
3195,543
3196,544
3198,544
3199,544
3201,544
3203,544
3204,544
3206,545
3208,545
3209,545
3210,545
3211,545
3212,545
3213,545
3214,546
3215,546
3217,546
3218,546
3219,546
3220,546
3222,546
3223,547
3225,547
3226,547
3227,547
3228,547
3230,547
3231,547
3232,548
3233,548
3234,548
3235,548
3236,548
3237,548
3238,548
3239,548
3240,548
3241,549
3242,549
3243,549
3244,549
3245,549
3246,549
3247,549
3248,549
3249,549
3250,550
3251,550
3252,550
3253,550
3254,550
3255,550
3258,550
3259,551
3260,551
3261,551
3262,551
3263,551
3264,551
3265,551
3266,551
3268,552
3269,552
3270,552
3275,552
3277,553
3278,553
3279,553
3280,553
3282,553
3283,553
3284,553
3286,554
3287,554
3288,554
3289,554
3290,554
3291,554
3292,554
3293,554
3294,554
3297,555
3298,555
3299,555
3300,555
3301,555
3303,555
3304,556
3305,556
3306,556
3307,556
3309,556
3310,556
3312,556
3313,557
3315,557
3316,557
3317,557
3318,557
3319,557
3320,557
3321,557
3324,558
3326,558
3327,558
3328,558
3329,558
3330,558
3331,559
3332,559
3333,559
3334,559
3335,559
3336,559
3337,559
3338,559
3339,559
3340,560
3341,560
3342,560
3343,560
3344,560
3345,560
3346,560
3347,560
3350,561
3351,561
3352,561
3353,561
3355,561
3356,561
3357,561
3360,562
3361,562
3363,562
3364,562
3365,562
3366,562
3369,563
3370,563
3372,563
3373,563
3374,563
3376,564
3377,564
3378,564
3379,564
3380,564
3382,564
3383,564
3384,564
3385,565
3386,565
3387,565
3388,565
3389,565
3391,565
3392,565
3395,566
3396,566
3398,566
3399,566
3400,566
3401,566
3402,566
3404,567
3405,567
3406,567
3407,567
3408,567
3409,567
3410,567
3411,567
3412,568
3414,568
3415,568
3416,568
3418,568
3419,568
3420,568
3421,569
3422,569
3423,569
3425,569
3426,569
3427,569
3429,569
3430,570
3431,570
3432,570
3433,570
3434,570
3436,570
3437,570
3440,571
3441,571
3442,571
3443,571
3444,571
3445,571
3446,571
3447,571
3449,572
3451,572
3452,572
3453,572
3454,572
3455,572
3456,572
3457,573
3458,573
3459,573
3461,573
3462,573
3463,573
3464,573
3466,574
3468,574
3469,574
3470,574
3471,574
3472,574
3473,574
3474,574
3475,575
3476,575
3477,575
3478,575
3479,575
3480,575
3481,575
3482,575
3483,575
3484,576
3485,576
3486,576
3487,576
3489,576
3490,576
3491,576
3492,576
3493,577
3494,577
3495,577
3496,577
3500,577
3501,577
3503,578
3504,578
3505,578
3506,578
3507,578
3508,578
3510,578
3511,579
3512,579
3514,579
3515,579
3516,579
3517,579
3519,579
3520,580
3521,580
3522,580
3523,580
3524,580
3525,580
3526,580
3527,580
3528,580
3529,581
3530,581
3531,581
3532,581
3534,581
3535,581
3536,581
3537,581
3538,582
3539,582
3540,582
3541,582
3543,582
3546,582
3547,583
3549,583
3552,583
3553,583
3554,583
3556,584
3557,584
3558,584
3559,584
3560,584
3561,584
3562,584
3563,584
3564,584
3565,585
3566,585
3567,585
3568,585
3569,585
3570,585
3571,585
3573,585
3574,586
3577,586
3578,586
3579,586
3580,586
3581,586
3582,586
3583,587
3585,587
3586,587
3589,587
3592,588
3593,588
3594,588
3595,588
3597,588
3598,588
3599,588
3600,588
3601,589
3602,589
3603,589
3604,589
3605,589
3606,589
3607,589
3608,589
3609,589
3610,590
3611,590
3612,590
3613,590
3614,590
3615,590
3616,590
3618,590
3620,591
3621,591
3622,591
3623,591
3624,591
3625,591
3626,591
3627,591
3628,592
3629,592
3630,592
3631,592
3632,592
3633,592
3634,592
3635,592
3636,592
3638,593
3639,593
3640,593
3641,593
3642,593
3643,593
3644,593
3645,593
3646,594
3647,594
3648,594
3649,594
3650,594
3651,594
3652,594
3653,594
3655,595
3657,595
3658,595
3659,595
3660,595
3662,595
3663,595
3664,596
3666,596
3667,596
3668,596
3670,596
3673,597
3674,597
3675,597
3678,597
3679,597
3680,597
3682,598
3683,598
3684,598
3686,598
3687,598
3688,598
3689,598
3690,598
3694,599
